Date,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,type
2019-08-12,,,,1.37,500.0,-1.0,PUT
2019-08-12,,,,1.8,750.0,-1.0,PUT
2019-08-12,,,,2.96,400.0,-1.0,PUT
2019-08-14,,,,1.78,100.0,-1.0,PUT
2019-08-15,,,,1.97,200.0,-1.0,PUT
2019-08-19,,,,1.44,200.0,-1.0,PUT
2019-09-17,,,,2.47,2000.0,-1.0,PUT
2019-09-17,,,,6.38,2000.0,-1.0,PUT
2019-09-18,,,,3.66,1000.0,-1.0,CALL
2019-09-18,,,,3.69,1000.0,-1.0,PUT
