Date,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,type
2019-08-12,,,,3.21,250.0,-1.0,CALL
2019-08-15,,,,6.16,200.0,-1.0,CALL
2019-09-03,,,,3.7,75.0,-1.0,PUT
2019-09-06,,,,3.46,75.0,-1.0,PUT
2019-09-24,,,,5.56,150.0,-1.0,PUT
2019-09-26,,,,3.42,200.0,-1.0,PUT
