Date,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,type
2019-08-07,,,,6.57,100.0,-1.0,CALL
2019-08-12,,,,1.75,250.0,-1.0,CALL
2019-08-15,,,,3.98,200.0,-1.0,CALL
2019-09-03,,,,3.19,75.0,-1.0,PUT
2019-09-06,,,,2.96,75.0,-1.0,PUT
2019-09-24,,,,4.6,150.0,-1.0,PUT
2019-09-26,,,,2.45,200.0,-1.0,PUT
